Timestamp,Source_IP_Address,Destination_IP_Address,Source_Port,Destination_Port,Protocol,Packet_Length,Packet_Count,Flow_Duration,Payload_Entropy,Packet_Type,Traffic_Type,Malware_Indicators,Anomaly_Scores,Attack_Type,Device_Information,Network_Segment,Geo_location_Data,Proxy_Information,Log_Source,pca_anomaly_score,pca_anomaly_flag
2025-04-11 14:02:29.201211,131.91.229.43,10.9.217.12,21306,53,UDP,832,49,2.655310757468565,0.0,Normal,Normal,,22,,Router,Internal Network,"IN, New Jonathan, AS4755",TOR Exit Node,IDS,0.00014780969341010965,0
2025-04-01 17:05:55.843071,10.89.56.71,10.16.141.56,3898,443,FTP,1272,13,1.6625253356750571,0.0,Normal,Normal,,13,,Router,IoT Network,"CN, Montoyaton, AS4134",Cloud Proxy,Firewall,0.00019967844398409974,0
2025-04-10 19:22:52.881065,10.217.106.185,10.47.234.225,46727,53,DNS,152,31,0.5407357337285291,2.999079570624174,Normal,Normal,,19,,IPS,IoT Network,"IR, West Paul, AS58224",Cloud Proxy,Proxy Server,1.203173427314997e-06,0
2025-03-31 23:40:38.095931,10.40.82.210,10.85.21.18,53991,443,SMTP,436,3,5.996226189640768,2.91664499528742,Normal,Normal,,13,,Firewall,Corporate LAN,"US, Christianstad, AS15169",Cloud Proxy,Proxy Server,0.00044529328936821345,0
2025-03-20 13:18:12.513073,175.93.60.141,10.162.205.55,39327,53,FTP,823,14,0.7766112187198528,0.0,Normal,Normal,,22,,IDS,Internal Network,"US, North Jessicafurt, AS15169",TOR Exit Node,IPS,0.0036237507785947965,0
2025-04-05 11:52:17.976436,10.212.150.247,10.6.154.162,65153,80,SSH,601,30,3.108285444311177,0.0,Normal,Normal,,7,,Workstation,Internal Network,"DE, South Susanville, AS3320",Cloud Proxy,Firewall,0.01056209793918352,0
2025-04-01 12:05:27.303877,10.72.187.35,10.249.230.15,2198,80,HTTP,1105,8,9.622378592002953,0.0,Normal,Normal,,12,,Router,DMZ,"IN, North Robertborough, AS4755",No Proxy,SIEM,0.0007991945548404422,0
2025-03-31 20:52:49.510597,208.40.119.44,10.11.92.180,38815,445,TCP,565,488,0.4378386040802012,0.0,Threat,DDoS,Zero-Day,85,T1027,Router,IoT Network,"RU, Jennifermouth, AS12389",No Proxy,IPS,0.09176428341219917,0
2025-03-25 19:38:11.827538,139.250.118.96,10.216.75.186,33745,53,UDP,298,15,0.9918234283171152,0.0,Normal,Normal,,11,,IPS,IoT Network,"US, Richardview, AS15169",TOR Exit Node,Firewall,0.0035457146952446433,0
2025-03-24 13:21:08.238457,10.248.181.87,10.207.252.179,37057,80,SMTP,1383,25,8.18821743404271,0.0,Normal,Normal,,30,,Workstation,Guest WiFi,"US, North Thomasshire, AS15169",Proxy Detected,IPS,0.020813693448092502,0
2025-03-17 19:03:43.272119,112.49.170.104,10.8.87.64,12132,53,DNS,555,49,6.491774928466608,0.0,Normal,Normal,,14,,Workstation,Internal Network,"US, Kaneside, AS15169",TOR Exit Node,Firewall,0.002093547028037435,0
2025-03-31 11:11:32.034999,223.160.34.191,10.42.81.154,2297,443,DNS,83,6,7.149588705125937,0.0,Normal,Normal,,15,,Workstation,DMZ,"RU, Sandraborough, AS12389",TOR Exit Node,IDS,0.0028002078920098144,0
2025-04-04 18:22:40.227983,203.32.145.146,10.90.191.218,16653,1433,FTP,140,334,1.0764870802487634,0.0,Scan,DDoS,,72,T1059,IDS,Corporate LAN,"IN, Lake Michaelbury, AS4755",No Proxy,IPS,0.010262156493596724,0
2025-04-01 05:44:24.189070,10.127.123.47,10.59.2.21,10046,3389,ICMP,565,88,0.8180035725767726,0.0,Malware,Brute Force,,74,T1210,Router,DMZ,"DE, West Susan, AS3320",Cloud Proxy,IDS,0.14196014933483048,1
2025-03-30 10:27:39.731200,10.14.217.244,10.162.233.136,3981,443,SMTP,1472,28,2.0880689486572326,0.0,Normal,Normal,,16,,Router,Internal Network,"DE, West Phillipton, AS3320",Cloud Proxy,Proxy Server,0.00044589071161218,0
2025-04-05 13:33:15.291000,10.181.6.236,10.88.201.164,64780,443,RDP,1203,17,5.406205798510646,2.8062531128416937,Normal,Normal,,26,,Firewall,DMZ,"DE, Lake Derek, AS3320",Proxy Detected,SIEM,0.012126504385430637,0
2025-03-17 02:31:26.420727,146.103.208.252,10.78.180.21,29478,443,RDP,1016,46,6.071187017050355,0.0,Normal,Normal,,29,,IPS,Internal Network,"CN, Mcguireside, AS4134",TOR Exit Node,Proxy Server,0.006357831604120712,0
2025-03-18 14:27:50.674104,10.205.14.183,10.197.58.227,64099,443,DNS,231,38,4.491021044651626,0.0,Normal,Normal,,2,,IDS,Corporate LAN,"RU, West Rossmouth, AS12389",Cloud Proxy,IDS,0.019730855744805983,0
2025-03-28 21:13:04.137904,74.235.88.239,10.59.131.62,16712,53,DNS,449,13,7.124010878037232,0.0,Normal,Normal,,14,,Router,IoT Network,"IN, West Stephen, AS4755",Proxy Detected,SIEM,0.0003995159845720933,0
2025-03-22 13:30:35.038836,10.70.49.1,10.149.236.92,9563,443,ICMP,1376,34,4.430777591254672,0.0,Normal,Normal,,3,,Firewall,Guest WiFi,"KP, Pyongyang, AS131279",No Proxy,Firewall,0.018775366190755417,0
2025-04-10 02:49:24.018801,10.228.150.188,10.122.64.85,7319,53,SMTP,824,7,7.69329464250588,2.870080406698219,Normal,Normal,,0,,Firewall,Internal Network,"DE, Desireefurt, AS3320",No Proxy,Firewall,0.01078543323287518,0
2025-03-27 15:19:47.638470,10.102.95.127,10.22.89.41,34872,80,SMTP,699,1,9.91301947601379,3.298516673883437,Normal,Normal,,9,,IDS,Corporate LAN,"CN, West Amy, AS4134",Proxy Detected,Firewall,7.763606655417905e-05,0
2025-04-13 07:07:09.546253,10.169.50.43,10.70.26.93,57492,53,HTTP,1456,3,8.482505155818146,0.0,Normal,Normal,,23,,Workstation,DMZ,"CN, Lopezmouth, AS4134",TOR Exit Node,Proxy Server,0.018425528085709134,0
2025-04-13 09:10:49.842105,10.184.110.7,10.217.248.12,47116,445,SSH,807,416,0.2263369661271939,0.0,Threat,Scanning,Ryuk,59,T1110,IPS,Internal Network,"CN, Nathanport, AS4134",TOR Exit Node,Proxy Server,0.14451052843815843,1
2025-03-26 15:29:29.354438,10.64.61.220,10.230.185.229,55548,443,DNS,281,69,0.012428230060941,0.0,Scan,Data Exfiltration,,99,T1046,Router,Corporate LAN,"IR, Gilesbury, AS58224",Proxy Detected,IDS,0.4262982539663988,1
2025-04-07 15:03:38.094280,10.119.26.62,10.215.171.240,15614,53,DNS,450,17,0.1292400114926842,0.0,Normal,Normal,,0,,Workstation,DMZ,"CN, Sosaborough, AS4134",No Proxy,Firewall,0.018143124910044595,0
2025-03-31 20:50:14.081284,10.49.175.81,10.21.180.66,3265,80,HTTP,622,14,2.749720772812996,0.0,Normal,Normal,,14,,IPS,Corporate LAN,"IN, Kathleenview, AS4755",TOR Exit Node,SIEM,1.617432246881693e-05,0
2025-03-28 03:11:29.968785,10.116.58.175,10.55.106.176,9487,1433,RDP,1103,492,0.850318395210502,0.0,Threat,Scanning,Ransomware,93,T1071,Firewall,DMZ,"CN, Johnsonburgh, AS4134",TOR Exit Node,SIEM,0.04312164092012608,0
2025-04-08 04:29:01.199126,95.210.174.184,10.111.154.232,5112,443,SMTP,1318,1,9.50596410303774,2.9926291922749675,Normal,Normal,,18,,IPS,DMZ,"DE, East Nataliehaven, AS3320",TOR Exit Node,SIEM,0.007763857720830878,0
2025-03-17 18:00:47.673457,10.50.21.135,10.36.172.131,1502,443,TCP,1180,36,8.92404085994956,0.0,Normal,Normal,,13,,IDS,Corporate LAN,"CN, Hannahberg, AS4134",TOR Exit Node,IPS,0.0010239425179464474,0
2025-03-22 21:45:09.236807,218.213.32.138,10.165.47.161,32932,80,RDP,707,104,0.3760567264180542,0.0,Threat,Brute Force,Mirai,56,T1071,IDS,Corporate LAN,"CN, Lake John, AS4134",Cloud Proxy,SIEM,0.0322454616927243,0
2025-04-03 02:33:13.448293,10.98.19.92,10.39.44.187,62480,443,HTTPS,570,33,1.6546786008856678,0.0,Normal,Normal,,24,,IDS,Corporate LAN,"RU, Barnesmouth, AS12389",Cloud Proxy,IPS,0.002448414193303964,0
2025-04-05 13:27:08.633892,216.170.208.148,10.230.159.73,37416,53,DNS,972,20,2.469797285269431,0.0,Normal,Normal,,11,,Router,DMZ,"RU, New Lindsayshire, AS12389",TOR Exit Node,Proxy Server,0.0010340630450789683,0
2025-04-09 10:16:43.730334,10.216.231.7,10.168.49.87,2663,53,ICMP,710,45,4.739818779193831,3.1604363827862314,Normal,Normal,,24,,IDS,IoT Network,"US, Donaldtown, AS15169",Proxy Detected,SIEM,0.0008995756263247861,0
2025-03-17 04:56:31.303629,10.132.139.75,10.61.241.244,62823,80,FTP,1022,22,0.1021655491954121,0.0,Normal,Normal,,29,,Router,Internal Network,"IR, West Alexandria, AS58224",No Proxy,Firewall,0.011763229304941815,0
2025-04-04 09:47:47.385371,84.225.13.135,10.81.78.46,21178,53,TCP,969,411,1.5516525975849915,3.351789011092168,Threat,Scanning,,97,T1046,Workstation,Guest WiFi,"CN, North John, AS4134",No Proxy,Firewall,0.0001764495346170533,0
2025-04-04 10:58:59.299835,50.37.44.7,10.194.8.14,27949,443,TCP,628,47,6.563139646655386,3.026819311165901,Normal,Normal,,29,,Router,Internal Network,"KP, Pyongyang, AS131279",No Proxy,IPS,0.005860325802006832,0
2025-03-24 07:19:12.047966,10.177.104.20,10.190.119.145,8382,443,ICMP,1326,45,4.239942909395145,0.0,Normal,Normal,,13,,Firewall,Corporate LAN,"IN, East Susanchester, AS4755",No Proxy,SIEM,0.003979643944877393,0
2025-03-27 13:59:15.062704,10.223.97.113,10.210.80.223,10273,443,DNS,85,39,5.001303801000758,0.0,Normal,Normal,,30,,IDS,DMZ,"IR, North Oliviaborough, AS58224",TOR Exit Node,IPS,0.012088410934431902,0
2025-03-24 11:14:06.319457,223.50.153.60,10.172.25.19,30899,53,SMTP,691,5,3.727602631013424,0.0,Normal,Normal,,3,,Workstation,DMZ,"DE, Seanmouth, AS3320",Proxy Detected,SIEM,0.006483892220076426,0
2025-03-22 02:50:44.999164,10.117.143.73,10.199.216.149,62539,53,ICMP,1117,25,5.30130419818205,3.1941310549059647,Normal,Normal,,20,,Workstation,Guest WiFi,"DE, Port Kyle, AS3320",No Proxy,Firewall,0.002191487161915162,0
2025-04-01 10:25:18.283133,10.58.111.141,10.255.24.171,47320,3389,DNS,759,434,1.5226836135375423,0.0,Malware,Brute Force,Ransomware,69,T1190,IDS,DMZ,"KP, Pyongyang, AS131279",Proxy Detected,Proxy Server,0.1025194294838109,0
2025-04-02 06:35:44.958252,10.213.242.232,10.47.123.202,40805,53,FTP,348,15,9.043010872827535,0.0,Normal,Normal,,20,,IPS,IoT Network,"KP, Pyongyang, AS131279",No Proxy,SIEM,0.005672458501544494,0
2025-04-08 16:12:46.590663,35.199.204.200,10.123.138.202,60470,80,SSH,1253,259,0.8337927206361716,0.0,Malware,Scanning,Ransomware,97,T1046,Firewall,Corporate LAN,"RU, West Todd, AS12389",Proxy Detected,Proxy Server,0.07418711218336398,0
2025-03-24 21:01:44.648960,56.134.105.236,10.20.224.239,36546,443,SSH,1071,20,0.5329394745773676,0.0,Normal,Normal,,8,,Router,DMZ,"IN, Amyberg, AS4755",TOR Exit Node,SIEM,0.006829824920987281,0
2025-03-29 21:52:28.812940,24.229.46.71,10.129.226.81,12017,80,SSH,438,22,0.251759272193687,0.0,Normal,Normal,,11,,Router,Corporate LAN,"CN, Henryhaven, AS4134",TOR Exit Node,IDS,0.0035073846845503492,0
2025-04-09 18:30:54.814534,86.130.116.194,10.61.6.71,28072,80,HTTP,382,43,8.262017761661443,2.8660857878938235,Normal,Normal,,19,,Server,IoT Network,"KP, Pyongyang, AS131279",No Proxy,Firewall,0.00014936102561436567,0
2025-04-02 13:59:29.036641,130.1.49.59,10.222.77.49,44952,53,HTTP,332,22,3.6463977881578433,0.0,Normal,Normal,,29,,IDS,Internal Network,"IN, South William, AS4755",Proxy Detected,Proxy Server,0.01392731381371928,0
2025-03-28 03:47:30.836161,118.115.29.90,10.186.238.193,4503,80,FTP,1150,37,2.2094341356483795,0.0,Normal,Normal,,5,,Router,IoT Network,"KP, Pyongyang, AS131279",No Proxy,Firewall,0.01691966669324736,0
2025-03-27 13:58:13.586760,222.49.142.64,10.177.176.92,29316,443,TCP,1198,319,1.6629832547878158,3.286566512515368,Threat,DDoS,,97,T1059,Workstation,IoT Network,"IN, Moraleston, AS4755",TOR Exit Node,Proxy Server,0.01977370390554232,0
2025-03-31 00:29:17.461695,10.231.63.225,10.248.245.238,32492,445,TCP,168,275,0.1658635752007702,0.0,Scan,Phishing,TrickBot,77,T1210,Workstation,IoT Network,"RU, West Ross, AS12389",Proxy Detected,Firewall,0.002139469016903738,0
2025-04-14 11:24:50.069866,32.119.170.168,10.29.65.162,38670,53,FTP,551,112,0.3678065636897533,0.0,Scan,Data Exfiltration,Ransomware,79,T1071,IDS,IoT Network,"DE, Bassfort, AS3320",TOR Exit Node,IDS,0.14145908832901624,1
2025-03-21 00:34:34.032570,182.190.112.200,10.136.212.152,33389,3389,TCP,182,135,0.6858374389690882,0.0,Threat,Exploit,TrickBot,67,T1190,Router,DMZ,"RU, West Samantha, AS12389",TOR Exit Node,Firewall,0.050259797715504026,0
2025-03-29 04:14:59.972820,10.147.78.236,10.252.37.217,62022,1433,SMTP,784,365,1.9748439565246232,0.0,Scan,Brute Force,Ransomware,63,T1046,Server,DMZ,"IR, Amberview, AS58224",Cloud Proxy,IPS,0.06193204148267298,0
2025-04-10 19:47:59.400717,217.254.35.128,10.240.100.61,31069,53,SMTP,1465,18,7.007681043369754,0.0,Normal,Normal,,20,,Workstation,Internal Network,"KP, Pyongyang, AS131279",Proxy Detected,IDS,0.0035179303400726444,0
2025-04-09 06:38:55.608291,10.130.60.37,10.35.138.139,50861,1433,UDP,382,325,0.2191226833078103,0.0,Scan,DDoS,Mirai,97,T1059,Workstation,DMZ,"DE, Lisaberg, AS3320",No Proxy,Proxy Server,0.015526639898576932,0
2025-04-11 14:41:22.953860,10.230.172.36,10.17.186.181,13746,80,FTP,1114,44,0.3373836205329463,0.0,Normal,Normal,,7,,IDS,DMZ,"CN, Lake Kristen, AS4134",Proxy Detected,Proxy Server,0.016518233588136,0
2025-03-22 08:52:22.077507,49.69.210.49,10.22.229.253,48560,443,SMTP,683,13,7.3302328691258385,0.0,Normal,Normal,,4,,Firewall,Guest WiFi,"DE, Howardview, AS3320",Proxy Detected,SIEM,0.006474161490188004,0
2025-03-28 02:30:10.750974,98.215.104.229,10.54.86.159,7457,443,ICMP,410,6,7.674558379045555,0.0,Normal,Normal,,18,,IPS,Corporate LAN,"US, Torresville, AS15169",No Proxy,Firewall,0.005341358203210213,0
2025-03-17 13:52:56.767761,10.0.146.66,10.29.94.5,11418,80,TCP,943,46,7.805150221366558,0.0,Normal,Normal,,7,,Firewall,Guest WiFi,"KP, Pyongyang, AS131279",Cloud Proxy,Proxy Server,0.0139002386618978,0
2025-03-18 03:12:15.184409,10.130.94.167,10.119.144.86,22483,3389,SSH,429,365,1.1955720946575443,3.049080452896824,Scan,DDoS,Zero-Day,85,T1046,Router,IoT Network,"CN, Stephaniemouth, AS4134",TOR Exit Node,IPS,0.003655198499018441,0
2025-03-25 06:45:56.465889,10.32.235.155,10.115.233.43,2770,443,TCP,658,122,0.2753507291160953,0.0,Scan,Brute Force,Ransomware,92,T1071,Router,Corporate LAN,"RU, Herrerabury, AS12389",Proxy Detected,Firewall,0.21769625373176463,1
2025-04-05 18:22:20.677901,110.190.169.34,10.187.58.200,34397,53,DNS,971,9,2.3804229081835637,2.764458294456646,Normal,Normal,,24,,Router,Internal Network,"RU, New Daniel, AS12389",TOR Exit Node,Firewall,0.010499344146027378,0
2025-04-15 21:58:38.479067,37.143.199.216,10.88.154.50,17845,443,RDP,719,41,1.600507164661653,0.0,Normal,Normal,,14,,IPS,IoT Network,"KP, Pyongyang, AS131279",Proxy Detected,SIEM,0.004895082921270136,0
2025-04-07 18:23:00.281110,214.232.189.140,10.80.46.213,27661,53,SSH,1414,19,6.901486890892876,0.0,Normal,Normal,,13,,Firewall,DMZ,"CN, Lake Paul, AS4134",No Proxy,Firewall,0.0001056977970200182,0
2025-03-18 06:13:20.546651,10.37.223.146,10.91.145.193,31970,443,SMTP,253,459,1.879576445579569,0.0,Malware,Data Exfiltration,TrickBot,84,T1046,Workstation,Internal Network,"KP, Pyongyang, AS131279",Proxy Detected,IPS,0.05634331801856898,0
2025-04-15 06:25:49.956836,10.142.16.9,10.115.23.50,50169,53,FTP,1261,8,5.050114346194438,3.07681689185508,Normal,Normal,,16,,Router,DMZ,"US, Westberg, AS15169",Proxy Detected,IPS,0.002346083559384435,0
2025-04-02 14:19:55.787663,10.197.223.125,10.230.49.165,34489,53,TCP,774,20,1.12465801142829,0.0,Normal,Normal,,14,,Router,IoT Network,"IN, Thompsonmouth, AS4755",TOR Exit Node,SIEM,0.001353164240560546,0
2025-03-27 15:16:28.609757,10.20.234.50,10.20.230.171,29915,1433,ICMP,155,496,0.9690415394204944,0.0,Scan,Data Exfiltration,Keylogger,75,T1046,Router,Internal Network,"DE, Hendrickstown, AS3320",Proxy Detected,IPS,0.1539777109872136,1
2025-03-28 17:30:04.928980,185.115.206.129,10.68.216.24,14807,22,ICMP,313,151,0.5150814727036137,0.0,Threat,Phishing,,60,T1071,Router,Corporate LAN,"RU, Port Felicia, AS12389",Cloud Proxy,IPS,0.021901237480700088,0
2025-04-01 10:28:26.244384,10.5.213.192,10.218.187.123,9323,53,ICMP,1255,482,0.6258784500928293,0.0,Scan,Brute Force,,96,T1071,IDS,Internal Network,"DE, Schneiderfurt, AS3320",Proxy Detected,Firewall,0.03415379547803495,0
2025-03-29 13:40:23.126409,10.5.179.206,10.88.86.73,57696,53,FTP,1470,4,4.575050320411219,0.0,Normal,Normal,,7,,Server,DMZ,"CN, Erinland, AS4134",TOR Exit Node,Proxy Server,0.00077289338386658,0
2025-04-04 05:55:53.889315,210.96.17.62,10.170.229.65,11122,80,TCP,702,20,8.430595105205208,0.0,Normal,Normal,,30,,IPS,Internal Network,"RU, Port Jennifer, AS12389",TOR Exit Node,SIEM,0.020194215019359554,0
2025-04-08 07:04:10.703958,10.56.225.240,10.38.230.146,31075,53,HTTPS,570,7,7.641565387447388,0.0,Normal,Normal,,17,,Server,DMZ,"IN, West Lisaview, AS4755",Cloud Proxy,IDS,0.004169920147826194,0
2025-04-08 17:40:35.487968,10.134.66.106,10.254.214.37,18310,3389,UDP,900,420,1.4876013821068967,0.0,Malware,Data Exfiltration,,86,T1190,Firewall,Internal Network,"US, New Nicholas, AS15169",Cloud Proxy,IDS,0.025200588170670907,0
2025-03-31 15:39:10.187061,172.71.202.98,10.11.56.148,22284,53,SMTP,1081,5,6.107996352695432,0.0,Normal,Normal,,21,,Workstation,IoT Network,"CN, East Todd, AS4134",No Proxy,IPS,0.0073120208220570975,0
2025-04-09 21:27:47.855046,10.21.104.59,10.97.119.1,20036,53,UDP,549,77,0.9081060596743088,0.0,Scan,Data Exfiltration,Spyware,62,T1071,IPS,DMZ,"CN, East Dennisside, AS4134",No Proxy,IDS,0.08098183794786488,0
2025-03-23 07:21:25.925025,10.237.231.142,10.67.119.143,56871,53,DNS,1056,10,3.8244215131611674,0.0,Normal,Normal,,22,,Router,IoT Network,"DE, South Mark, AS3320",Cloud Proxy,Proxy Server,0.007122522576511369,0
2025-03-21 10:12:52.142516,141.39.99.52,10.30.155.42,18544,80,FTP,483,26,8.514839502678406,0.0,Normal,Normal,,4,,Firewall,Corporate LAN,"IR, Hunterfort, AS58224",Proxy Detected,Proxy Server,0.007098224459402013,0
2025-04-06 16:31:29.043462,10.104.32.8,10.179.13.247,45047,80,UDP,298,7,7.713569520527102,3.112574313021794,Normal,Normal,,14,,IDS,Internal Network,"KP, Pyongyang, AS131279",Proxy Detected,IPS,0.0002865686110994287,0
2025-03-26 13:34:07.890827,31.123.39.49,10.64.114.118,45432,53,DNS,205,28,7.418878630302989,2.959537704685597,Normal,Normal,,23,,Workstation,Guest WiFi,"US, Lake Ashley, AS15169",Proxy Detected,IPS,0.007074241836517116,0
2025-04-08 19:20:13.142375,34.231.22.30,10.170.232.240,50943,80,HTTP,428,34,2.804877168824376,0.0,Normal,Normal,,3,,Workstation,Internal Network,"IN, Garrisonmouth, AS4755",Proxy Detected,Firewall,0.01897286728005375,0
2025-04-01 15:47:33.348501,222.98.158.195,10.220.65.147,30286,443,FTP,655,221,0.6399509348263251,0.0,Scan,DDoS,Spyware,98,T1027,Firewall,Internal Network,"KP, Pyongyang, AS131279",Cloud Proxy,Proxy Server,0.11489520711162032,0
2025-04-05 02:00:40.850505,134.210.147.157,10.234.72.5,5054,22,HTTP,1358,389,1.7246412224162289,0.0,Scan,Phishing,Mirai,51,T1059,Firewall,DMZ,"IN, Richardville, AS4755",No Proxy,Proxy Server,0.14679351422360729,1
2025-03-17 09:10:42.113786,10.148.202.67,10.77.92.191,49674,443,SSH,674,34,5.0121006704935,0.0,Normal,Normal,,1,,Server,IoT Network,"CN, North Brianna, AS4134",TOR Exit Node,IDS,0.025624827927814255,0
2025-03-28 06:35:21.966165,149.192.69.138,10.121.30.128,63385,3389,TCP,294,229,1.642383150306473,0.0,Scan,Exploit,Ryuk,87,T1110,Router,Corporate LAN,"IR, Mackton, AS58224",TOR Exit Node,IDS,0.05417187377403216,0
2025-03-26 13:10:48.380268,10.73.23.183,10.129.153.142,56762,443,TCP,1378,491,0.7193290074580994,0.0,Malware,Phishing,Mirai,97,T1110,Server,Guest WiFi,"CN, Jenniferberg, AS4134",Cloud Proxy,Firewall,0.03110463624180755,0
2025-03-22 02:53:01.660207,10.170.70.49,10.8.146.148,61681,3389,UDP,1043,296,0.486015216334929,0.0,Scan,Data Exfiltration,,93,T1071,Workstation,DMZ,"DE, New Justinland, AS3320",TOR Exit Node,SIEM,0.02248152628697739,0
2025-03-27 15:54:26.297215,218.134.134.110,10.38.40.50,57350,443,SMTP,586,369,0.595170185814031,0.0,Malware,Scanning,Ransomware,75,T1133,IDS,IoT Network,"CN, Katiebury, AS4134",TOR Exit Node,IDS,0.02150438703309556,0
2025-04-15 14:24:05.344549,223.163.0.255,10.127.183.47,45558,22,UDP,1334,457,1.7030326284965518,3.37651936448124,Malware,Exploit,Zero-Day,50,T1071,IDS,DMZ,"IN, Lake Antonioborough, AS4755",TOR Exit Node,IPS,0.29159041235229033,1
2025-03-22 10:53:29.841125,181.170.76.118,10.111.203.255,34279,80,DNS,492,15,1.3262943409088988,3.074302951473624,Normal,Normal,,8,,IPS,Guest WiFi,"US, Lindaborough, AS15169",TOR Exit Node,Firewall,0.0033506806932323127,0
2025-03-27 20:49:06.867908,10.141.137.192,10.108.65.136,24558,1433,TCP,1152,322,1.0142257517035986,0.0,Malware,Exploit,Ransomware,77,T1190,Workstation,IoT Network,"US, Johnville, AS15169",Proxy Detected,IDS,0.001976475905253143,0
2025-03-24 13:25:40.362933,10.99.83.44,10.171.71.221,28176,80,UDP,929,6,9.066774830525516,3.0723369768093503,Normal,Normal,,30,,IDS,Corporate LAN,"KP, Pyongyang, AS131279",Cloud Proxy,IDS,0.03212390808764673,0
2025-04-07 06:55:03.983722,132.213.221.89,10.208.24.181,37733,443,RDP,364,4,9.11972293616733,0.0,Normal,Normal,,2,,IDS,Corporate LAN,"US, Port David, AS15169",No Proxy,IPS,0.0042035283188205635,0
2025-04-05 16:59:13.270190,178.154.5.149,10.26.154.132,15355,443,UDP,532,14,9.451475123231582,2.882141476722812,Normal,Normal,,27,,IPS,Corporate LAN,"KP, Pyongyang, AS131279",No Proxy,SIEM,0.0193272813646214,0
2025-03-26 07:23:03.579635,10.33.18.51,10.47.230.71,29459,80,SMTP,383,4,2.321014829884461,3.2311553627984235,Normal,Normal,,2,,IDS,Corporate LAN,"RU, Williamsside, AS12389",Cloud Proxy,Firewall,0.009086952921692006,0
2025-04-14 17:42:22.697209,183.237.191.129,10.47.127.152,50128,443,SSH,545,24,5.495860090128892,0.0,Normal,Normal,,1,,Router,DMZ,"IN, Matthewland, AS4755",Proxy Detected,Firewall,0.017479319654845248,0
2025-04-15 18:10:02.297003,10.230.134.179,10.185.155.251,61955,443,SMTP,273,41,5.679878219848074,2.9222921890824143,Normal,Normal,,30,,Firewall,IoT Network,"IR, Christiemouth, AS58224",Cloud Proxy,IDS,0.007979552300725464,0
2025-03-22 22:22:59.566607,197.49.251.66,10.109.144.209,8405,3389,DNS,1380,418,0.6525927756157749,0.0,Malware,Brute Force,Keylogger,51,T1210,Server,Guest WiFi,"KP, Pyongyang, AS131279",Proxy Detected,IPS,0.205526154113025,1
2025-03-18 20:18:23.118905,10.8.53.175,10.184.199.154,7208,80,ICMP,786,8,0.9105613529872484,0.0,Normal,Normal,,29,,Workstation,DMZ,"IR, East Glenn, AS58224",No Proxy,Proxy Server,0.019722194153592696,0
2025-03-20 23:04:33.328572,28.192.220.8,10.79.102.179,11100,443,SSH,607,33,7.217569713453121,0.0,Normal,Normal,,21,,IDS,DMZ,"IN, New Michaelport, AS4755",TOR Exit Node,Proxy Server,0.001326497679978903,0
2025-03-17 02:13:22.957715,207.184.212.112,10.212.247.176,12946,22,FTP,149,199,1.185383271479217,3.228493070364558,Malware,Brute Force,TrickBot,91,T1110,IPS,IoT Network,"KP, Pyongyang, AS131279",No Proxy,SIEM,0.10122023938828555,0
2025-04-04 21:15:13.688171,176.153.119.221,10.107.167.243,40087,53,FTP,352,13,2.227874714182914,0.0,Normal,Normal,,30,,Router,DMZ,"DE, West Daniel, AS3320",Cloud Proxy,SIEM,0.02202391032852606,0
2025-03-24 16:09:20.370883,10.235.118.0,10.124.70.75,27592,80,RDP,440,16,4.290772001611996,0.0,Normal,Normal,,27,,Router,Corporate LAN,"KP, Pyongyang, AS131279",No Proxy,Proxy Server,0.014256165610511441,0
2025-04-06 02:42:33.997029,163.233.162.34,10.246.220.170,18374,80,HTTPS,1458,38,1.6876792457117231,0.0,Normal,Normal,,4,,Firewall,Corporate LAN,"US, Fordtown, AS15169",TOR Exit Node,IPS,0.01966377959068894,0
2025-03-22 07:29:23.037928,140.92.99.108,10.186.208.78,9007,443,SSH,941,49,4.558410181056519,3.1439818205809047,Normal,Normal,,23,,IPS,Internal Network,"DE, Stacymouth, AS3320",No Proxy,Proxy Server,0.00011764850715663637,0
2025-04-09 03:59:52.288572,166.102.36.156,10.4.108.13,18926,53,SMTP,144,20,0.8153674345234524,0.0,Normal,Normal,,27,,IPS,Corporate LAN,"KP, Pyongyang, AS131279",TOR Exit Node,IDS,0.008428790964265893,0
2025-03-29 18:14:42.832380,10.160.240.81,10.193.121.126,49704,80,SSH,1310,104,1.188891064025532,0.0,Malware,Scanning,Zero-Day,82,T1046,Server,Internal Network,"US, Williammouth, AS15169",Cloud Proxy,Proxy Server,0.18670709119533033,1
2025-04-06 04:48:19.668647,10.35.186.92,10.1.218.24,31497,53,RDP,997,27,2.4046130437455044,3.092180011265246,Normal,Normal,,19,,Server,IoT Network,"CN, Port Benjamin, AS4134",Proxy Detected,Proxy Server,0.00012991905003005783,0
2025-03-27 00:25:09.845537,10.140.73.176,10.155.8.146,62296,443,HTTP,473,11,6.479943035391979,0.0,Normal,Normal,,23,,Firewall,DMZ,"RU, Mariaberg, AS12389",No Proxy,IPS,0.010408513471723158,0
2025-03-25 17:45:13.273328,10.168.178.252,10.46.120.152,34640,80,RDP,462,210,1.431047987293968,0.0,Threat,Exploit,Mirai,76,T1027,Router,Guest WiFi,"IN, Kingport, AS4755",Cloud Proxy,IDS,0.028842817346975372,0
